Code,County,State,Labor_count,Employed,Unemployed,unemployment_rate
CN3608300000000,Rensselaer , NY,"80,735     ","77,206     ","3,529     ",4.4     
CN3608500000000,Richmond , NY,"221,184     ","201,965     ","19,219     ",8.7     
CN3608700000000,Rockland , NY,"153,829     ","147,064     ","6,765     ",4.4     
CN3608900000000,St. Lawrence , NY,"42,919     ","40,730     ","2,189     ",5.1     
CN3609100000000,Saratoga , NY,"119,267     ","114,754     ","4,513     ",3.8     
CN3609300000000,Schenectady , NY,"76,733     ","72,958     ","3,775     ",4.9     
CN3609500000000,Schoharie , NY,"14,511     ","13,852     ",659     ,4.5     
CN3609700000000,Schuyler , NY,"8,046     ","7,649     ",397     ,4.9     
CN3609900000000,Seneca , NY,"15,025     ","14,317     ",708     ,4.7     
CN3610100000000,Steuben , NY,"41,448     ","39,389     ","2,059     ",5.0     
CN3610300000000,Suffolk , NY,"776,355     ","740,989     ","35,366     ",4.6     
CN3610500000000,Sullivan , NY,"36,118     ","34,350     ","1,768     ",4.9     
CN3610700000000,Tioga , NY,"21,974     ","21,005     ",969     ,4.4     
CN3610900000000,Tompkins , NY,"48,914     ","47,093     ","1,821     ",3.7     
CN3611100000000,Ulster , NY,"86,356     ","82,332     ","4,024     ",4.7     
CN3611300000000,Warren , NY,"31,045     ","29,531     ","1,514     ",4.9     
CN3611500000000,Washington , NY,"27,402     ","26,147     ","1,255     ",4.6     
CN3611700000000,Wayne , NY,"42,847     ","40,936     ","1,911     ",4.5     
CN3611900000000,Westchester , NY,"480,109     ","457,009     ","23,100     ",4.8     
CN3612100000000,Wyoming , NY,"17,916     ","17,115     ",801     ,4.5     
CN3612300000000,Yates , NY,"11,527     ","11,089     ",438     ,3.8     
CN3700100000000,Alamance , NC,"81,009     ","77,122     ","3,887     ",4.8     
CN3700300000000,Alexander , NC,"17,283     ","16,553     ",730     ,4.2     
CN3700500000000,Alleghany , NC,"4,224     ","4,029     ",195     ,4.6     
CN3700700000000,Anson , NC,"10,111     ","9,469     ",642     ,6.3     
CN3700900000000,Ashe , NC,"12,614     ","12,113     ",501     ,4.0     
CN3701100000000,Avery , NC,"7,380     ","7,089     ",291     ,3.9     
CN3701300000000,Beaufort , NC,"19,472     ","18,537     ",935     ,4.8     
CN3701500000000,Bertie , NC,"7,203     ","6,778     ",425     ,5.9     
CN3701700000000,Bladen , NC,"14,223     ","13,397     ",826     ,5.8     
CN3701900000000,Brunswick , NC,"54,167     ","50,920     ","3,247     ",6.0     
CN3702100000000,Buncombe , NC,"136,123     ","130,418     ","5,705     ",4.2     
CN3702300000000,Burke , NC,"39,264     ","37,481     ","1,783     ",4.5     
CN3702500000000,Cabarrus , NC,"109,654     ","104,845     ","4,809     ",4.4     
CN3702700000000,Caldwell , NC,"35,073     ","33,340     ","1,733     ",4.9     
CN3702900000000,Camden , NC,"4,514     ","4,336     ",178     ,3.9     
CN3703100000000,Carteret , NC,"31,149     ","29,867     ","1,282     ",4.1     
CN3703300000000,Caswell , NC,"9,473     ","8,970     ",503     ,5.3     
CN3703500000000,Catawba , NC,"76,433     ","72,869     ","3,564     ",4.7     
CN3703700000000,Chatham , NC,"36,405     ","35,108     ","1,297     ",3.6     
CN3703900000000,Cherokee , NC,"10,592     ","10,066     ",526     ,5.0     
CN3704100000000,Chowan , NC,"5,510     ","5,238     ",272     ,4.9     
CN3704300000000,Clay , NC,"3,970     ","3,775     ",195     ,4.9     
CN3704500000000,Cleveland , NC,"47,667     ","45,132     ","2,535     ",5.3     
CN3704700000000,Columbus , NC,"22,400     ","20,994     ","1,406     ",6.3     
CN3704900000000,Craven , NC,"40,693     ","38,789     ","1,904     ",4.7     
CN3705100000000,Cumberland , NC,"125,305     ","116,685     ","8,620     ",6.9     
CN3705300000000,Currituck , NC,"14,215     ","13,632     ",583     ,4.1     
CN3705500000000,Dare , NC,"19,631     ","18,462     ","1,169     ",6.0     
CN3705700000000,Davidson , NC,"79,091     ","75,503     ","3,588     ",4.5     
CN3705900000000,Davie , NC,"20,130     ","19,269     ",861     ,4.3     
CN3706100000000,Duplin , NC,"24,263     ","23,200     ","1,063     ",4.4     
CN3706300000000,Durham , NC,"174,877     ","167,710     ","7,167     ",4.1     
CN3706500000000,Edgecombe , NC,"20,260     ","18,531     ","1,729     ",8.5     
CN3706700000000,Forsyth , NC,"183,512     ","174,514     ","8,998     ",4.9     
CN3706900000000,Franklin , NC,"32,086     ","30,577     ","1,509     ",4.7     
CN3707100000000,Gaston , NC,"108,927     ","103,270     ","5,657     ",5.2     
CN3707300000000,Gates , NC,"4,963     ","4,749     ",214     ,4.3     
CN3707500000000,Graham , NC,"3,022     ","2,814     ",208     ,6.9     
CN3707700000000,Granville , NC,"29,541     ","28,364     ","1,177     ",4.0     
CN3707900000000,Greene , NC,"9,364     ","8,980     ",384     ,4.1     
CN3708100000000,Guilford , NC,"254,780     ","240,484     ","14,296     ",5.6     
CN3708300000000,Halifax , NC,"19,179     ","17,747     ","1,432     ",7.5     
CN3708500000000,Harnett , NC,"52,943     ","50,144     ","2,799     ",5.3     
CN3708700000000,Haywood , NC,"28,887     ","27,662     ","1,225     ",4.2     
CN3708900000000,Henderson , NC,"53,037     ","50,879     ","2,158     ",4.1     
CN3709100000000,Hertford , NC,"8,518     ","7,962     ",556     ,6.5     
CN3709300000000,Hoke , NC,"19,848     ","18,568     ","1,280     ",6.4     
CN3709500000000,Hyde , NC,"1,767     ","1,652     ",115     ,6.5     
CN3709700000000,Iredell , NC,"89,608     ","85,477     ","4,131     ",4.6     
CN3709900000000,Jackson , NC,"19,488     ","18,611     ",877     ,4.5     
CN3710100000000,Johnston , NC,"101,800     ","97,527     ","4,273     ",4.2     
CN3710300000000,Jones , NC,"4,155     ","3,979     ",176     ,4.2     
CN3710500000000,Lee , NC,"25,322     ","23,956     ","1,366     ",5.4     
CN3710700000000,Lenoir , NC,"26,890     ","25,558     ","1,332     ",5.0     
CN3710900000000,Lincoln , NC,"43,823     ","42,039     ","1,784     ",4.1     
CN3711100000000,McDowell , NC,"19,903     ","19,006     ",897     ,4.5     
CN3711300000000,Macon , NC,"15,285     ","14,641     ",644     ,4.2     
CN3711500000000,Madison , NC,"9,623     ","9,212     ",411     ,4.3     
CN3711700000000,Martin , NC,"8,617     ","8,140     ",477     ,5.5     
CN3711900000000,Mecklenburg , NC,"618,847     ","588,559     ","30,288     ",4.9     
CN3712100000000,Mitchell , NC,"5,928     ","5,623     ",305     ,5.1     
CN3712300000000,Montgomery , NC,"11,014     ","10,499     ",515     ,4.7     
CN3712500000000,Moore , NC,"40,161     ","38,325     ","1,836     ",4.6     
CN3712700000000,Nash , NC,"42,040     ","39,381     ","2,659     ",6.3     
CN3712900000000,New Hanover , NC,"122,709     ","117,512     ","5,197     ",4.2     
CN3713100000000,Northampton , NC,"7,178     ","6,731     ",447     ,6.2     
CN3713300000000,Onslow , NC,"65,070     ","61,732     ","3,338     ",5.1     
CN3713500000000,Orange , NC,"79,254     ","76,516     ","2,738     ",3.5     
CN3713700000000,Pamlico , NC,"5,296     ","5,069     ",227     ,4.3     
CN3713900000000,Pasquotank , NC,"16,273     ","15,397     ",876     ,5.4     
CN3714100000000,Pender , NC,"29,066     ","27,841     ","1,225     ",4.2     
CN3714300000000,Perquimans , NC,"4,824     ","4,568     ",256     ,5.3     
CN3714500000000,Person , NC,"18,428     ","17,515     ",913     ,5.0     
CN3714700000000,Pitt , NC,"87,237     ","82,839     ","4,398     ",5.0     
CN3714900000000,Polk , NC,"9,029     ","8,607     ",422     ,4.7     
CN3715100000000,Randolph , NC,"63,631     ","60,655     ","2,976     ",4.7     
CN3715300000000,Richmond , NC,"16,248     ","15,059     ","1,189     ",7.3     
CN3715500000000,Robeson , NC,"48,147     ","44,504     ","3,643     ",7.6     
CN3715700000000,Rockingham , NC,"38,593     ","36,458     ","2,135     ",5.5     
CN3715900000000,Rowan , NC,"64,309     ","61,070     ","3,239     ",5.0     
CN3716100000000,Rutherford , NC,"24,050     ","22,494     ","1,556     ",6.5     
CN3716300000000,Sampson , NC,"27,818     ","26,567     ","1,251     ",4.5     
CN3716500000000,Scotland , NC,"11,096     ","10,041     ","1,055     ",9.5     
CN3716700000000,Stanly , NC,"29,425     ","28,141     ","1,284     ",4.4     
CN3716900000000,Stokes , NC,"20,998     ","20,112     ",886     ,4.2     
CN3717100000000,Surry , NC,"32,011     ","30,618     ","1,393     ",4.4     
CN3717300000000,Swain , NC,"6,833     ","6,525     ",308     ,4.5     
CN3717500000000,Transylvania , NC,"14,101     ","13,524     ",577     ,4.1     
CN3717700000000,Tyrrell , NC,"1,283     ","1,193     ",90     ,7.0     
CN3717900000000,Union , NC,"122,890     ","118,088     ","4,802     ",3.9     
CN3718100000000,Vance , NC,"16,724     ","15,401     ","1,323     ",7.9     
CN3718300000000,Wake , NC,"594,675     ","571,029     ","23,646     ",4.0     
CN3718500000000,Warren , NC,"6,437     ","5,941     ",496     ,7.7     
CN3718700000000,Washington , NC,"4,273     ","3,977     ",296     ,6.9     
CN3718900000000,Watauga , NC,"28,395     ","27,356     ","1,039     ",3.7     
CN3719100000000,Wayne , NC,"50,451     ","47,916     ","2,535     ",5.0     
CN3719300000000,Wilkes , NC,"27,164     ","25,885     ","1,279     ",4.7     
CN3719500000000,Wilson , NC,"33,434     ","31,183     ","2,251     ",6.7     
CN3719700000000,Yadkin , NC,"17,084     ","16,362     ",722     ,4.2     
CN3719900000000,Yancey , NC,"7,992     ","7,649     ",343     ,4.3     
CN3800100000000,Adams , ND,967     ,934     ,33     ,3.4     
CN3800300000000,Barnes , ND,"5,273     ","5,111     ",162     ,3.1     
CN3800500000000,Benson , ND,"2,300     ","2,186     ",114     ,5.0     
CN3800700000000,Billings , ND,444     ,431     ,13     ,2.9     
CN3800900000000,Bottineau , ND,"2,976     ","2,834     ",142     ,4.8     
CN3801100000000,Bowman , ND,"1,581     ","1,542     ",39     ,2.5     
CN3801300000000,Burke , ND,"1,046     ","1,001     ",45     ,4.3     
CN3801500000000,Burleigh , ND,"51,696     ","50,080     ","1,616     ",3.1     
CN3801700000000,Cass , ND,"107,219     ","104,116     ","3,103     ",2.9     
CN3801900000000,Cavalier , ND,"1,870     ","1,812     ",58     ,3.1     
CN3802100000000,Dickey , ND,"2,265     ","2,204     ",61     ,2.7     
CN3802300000000,Divide , ND,"1,434     ","1,399     ",35     ,2.4     
CN3802500000000,Dunn , ND,"3,096     ","2,994     ",102     ,3.3     
CN3802700000000,Eddy , ND,"1,188     ","1,141     ",47     ,4.0     
CN3802900000000,Emmons , ND,"1,490     ","1,421     ",69     ,4.6     
CN3803100000000,Foster , ND,"1,510     ","1,468     ",42     ,2.8     
CN3803300000000,Golden Valley , ND,838     ,815     ,23     ,2.7     
CN3803500000000,Grand Forks , ND,"37,114     ","35,926     ","1,188     ",3.2     
CN3803700000000,Grant , ND,"1,233     ","1,200     ",33     ,2.7     
CN3803900000000,Griggs , ND,"1,026     ",997     ,29     ,2.8     
CN3804100000000,Hettinger , ND,"1,392     ","1,347     ",45     ,3.2     
CN3804300000000,Kidder , ND,"1,319     ","1,251     ",68     ,5.2     
CN3804500000000,LaMoure , ND,"2,043     ","1,997     ",46     ,2.3     
CN3804700000000,Logan , ND,863     ,837     ,26     ,3.0     
CN3804900000000,McHenry , ND,"3,135     ","2,999     ",136     ,4.3     
CN3805100000000,McIntosh , ND,"1,093     ","1,055     ",38     ,3.5     
CN3805300000000,McKenzie , ND,"8,620     ","8,144     ",476     ,5.5     
CN3805500000000,McLean , ND,"4,698     ","4,525     ",173     ,3.7     
CN3805700000000,Mercer , ND,"3,670     ","3,498     ",172     ,4.7     
CN3805900000000,Morton , ND,"17,062     ","16,409     ",653     ,3.8     
CN3806100000000,Mountrail , ND,"6,486     ","6,259     ",227     ,3.5     
CN3806300000000,Nelson , ND,"1,395     ","1,343     ",52     ,3.7     
CN3806500000000,Oliver , ND,873     ,840     ,33     ,3.8     
CN3806700000000,Pembina , ND,"3,327     ","3,166     ",161     ,4.8     
CN3806900000000,Pierce , ND,"1,681     ","1,624     ",57     ,3.4     
CN3807100000000,Ramsey , ND,"5,730     ","5,543     ",187     ,3.3     
CN3807300000000,Ransom , ND,"2,696     ","2,627     ",69     ,2.6     
CN3807500000000,Renville , ND,"1,201     ","1,160     ",41     ,3.4     
CN3807700000000,Richland , ND,"8,669     ","8,431     ",238     ,2.7     
CN3807900000000,Rolette , ND,"4,780     ","4,271     ",509     ,10.6     
CN3808100000000,Sargent , ND,"2,386     ","2,322     ",64     ,2.7     
CN3808300000000,Sheridan , ND,661     ,626     ,35     ,5.3     
CN3808500000000,Sioux , ND,"1,213     ","1,170     ",43     ,3.5     
CN3808700000000,Slope , ND,356     ,346     ,10     ,2.8     
CN3808900000000,Stark , ND,"17,518     ","16,695     ",823     ,4.7     
CN3809100000000,Steele , ND,932     ,904     ,28     ,3.0     
CN3809300000000,Stutsman , ND,"10,389     ","10,077     ",312     ,3.0     
CN3809500000000,Towner , ND,"1,138     ","1,101     ",37     ,3.3     
CN3809700000000,Traill , ND,"4,439     ","4,304     ",135     ,3.0     
CN3809900000000,Walsh , ND,"5,274     ","5,032     ",242     ,4.6     
CN3810100000000,Ward , ND,"31,812     ","30,452     ","1,360     ",4.3     
CN3810300000000,Wells , ND,"1,896     ","1,816     ",80     ,4.2     
CN3810500000000,Williams , ND,"20,877     ","19,473     ","1,404     ",6.7     
CN3900100000000,Adams , OH,"10,967     ","10,275     ",692     ,6.3     
CN3900300000000,Allen , OH,"47,538     ","44,818     ","2,720     ",5.7     
CN3900500000000,Ashland , OH,"26,333     ","25,190     ","1,143     ",4.3     
CN3900700000000,Ashtabula , OH,"43,322     ","40,944     ","2,378     ",5.5     
CN3900900000000,Athens , OH,"25,533     ","24,107     ","1,426     ",5.6     
CN3901100000000,Auglaize , OH,"24,365     ","23,465     ",900     ,3.7     
CN3901300000000,Belmont , OH,"27,892     ","26,187     ","1,705     ",6.1     
CN3901500000000,Brown , OH,"19,366     ","18,331     ","1,035     ",5.3     
CN3901700000000,Butler , OH,"195,166     ","186,387     ","8,779     ",4.5     
CN3901900000000,Carroll , OH,"12,726     ","12,006     ",720     ,5.7     
CN3902100000000,Champaign , OH,"19,413     ","18,560     ",853     ,4.4     
CN3902300000000,Clark , OH,"62,458     ","59,135     ","3,323     ",5.3     
CN3902500000000,Clermont , OH,"106,976     ","102,346     ","4,630     ",4.3     
CN3902700000000,Clinton , OH,"17,953     ","16,971     ",982     ,5.5     
CN3902900000000,Columbiana , OH,"45,832     ","43,202     ","2,630     ",5.7     
CN3903100000000,Coshocton , OH,"13,772     ","12,968     ",804     ,5.8     
CN3903300000000,Crawford , OH,"18,066     ","17,016     ","1,050     ",5.8     
CN3903500000000,Cuyahoga , OH,"595,326     ","556,610     ","38,716     ",6.5     
CN3903700000000,Darke , OH,"25,684     ","24,679     ","1,005     ",3.9     
CN3903900000000,Defiance , OH,"17,564     ","16,739     ",825     ,4.7     
CN3904100000000,Delaware , OH,"114,622     ","110,501     ","4,121     ",3.6     
CN3904300000000,Erie , OH,"37,279     ","34,918     ","2,361     ",6.3     
CN3904500000000,Fairfield , OH,"79,813     ","76,349     ","3,464     ",4.3     
CN3904700000000,Fayette , OH,"13,748     ","13,091     ",657     ,4.8     
CN3904900000000,Franklin , OH,"709,058     ","673,958     ","35,100     ",5.0     
CN3905100000000,Fulton , OH,"21,631     ","20,612     ","1,019     ",4.7     
CN3905300000000,Gallia , OH,"12,111     ","11,427     ",684     ,5.6     
CN3905500000000,Geauga , OH,"47,402     ","45,445     ","1,957     ",4.1     
CN3905700000000,Greene , OH,"82,422     ","78,872     ","3,550     ",4.3     
CN3905900000000,Guernsey , OH,"17,904     ","16,906     ",998     ,5.6     
CN3906100000000,Hamilton , OH,"415,153     ","394,977     ","20,176     ",4.9     
CN3906300000000,Hancock , OH,"41,002     ","39,311     ","1,691     ",4.1     
CN3906500000000,Hardin , OH,"13,677     ","12,972     ",705     ,5.2     
CN3906700000000,Harrison , OH,"6,502     ","6,096     ",406     ,6.2     
CN3906900000000,Henry , OH,"12,745     ","12,088     ",657     ,5.2     
CN3907100000000,Highland , OH,"17,499     ","16,511     ",988     ,5.6     
CN3907300000000,Hocking , OH,"12,874     ","12,255     ",619     ,4.8     
CN3907500000000,Holmes , OH,"21,400     ","20,808     ",592     ,2.8     
CN3907700000000,Huron , OH,"27,725     ","26,108     ","1,617     ",5.8     
CN3907900000000,Jackson , OH,"12,672     ","11,894     ",778     ,6.1     
CN3908100000000,Jefferson , OH,"27,241     ","25,475     ","1,766     ",6.5     
CN3908300000000,Knox , OH,"31,102     ","29,846     ","1,256     ",4.0     
CN3908500000000,Lake , OH,"122,641     ","116,398     ","6,243     ",5.1     
CN3908700000000,Lawrence , OH,"23,226     ","22,039     ","1,187     ",5.1     
CN3908900000000,Licking , OH,"91,375     ","87,636     ","3,739     ",4.1     
CN3909100000000,Logan , OH,"22,462     ","21,532     ",930     ,4.1     
CN3909300000000,Lorain , OH,"151,288     ","142,587     ","8,701     ",5.8     
CN3909500000000,Lucas , OH,"204,976     ","192,214     ","12,762     ",6.2     
CN3909700000000,Madison , OH,"20,815     ","20,014     ",801     ,3.8     
CN3909900000000,Mahoning , OH,"98,659     ","92,395     ","6,264     ",6.3     
CN3910100000000,Marion , OH,"27,974     ","26,659     ","1,315     ",4.7     
CN3910300000000,Medina , OH,"95,616     ","91,488     ","4,128     ",4.3     
CN3910500000000,Meigs , OH,"8,744     ","8,164     ",580     ,6.6     
CN3910700000000,Mercer , OH,"22,895     ","22,181     ",714     ,3.1     
CN3910900000000,Miami , OH,"53,518     ","51,238     ","2,280     ",4.3     
